0,1467810369,Mon Apr 06 22:19:45 PDT 2009,NO_QUERY,_TheSpecialOne_,"@switchfoot http://twitpic.com/2y1zl - Awww, that's a bummer.  You shoulda got David Carr of Third Day to do it. ;D"
0,1467810672,Mon Apr 06 22:19:49 PDT 2009,NO_QUERY,scotthamilton,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!
0,1557341262,Sun Apr 19 03:30:42 PDT 2009,NO_QUERY,NicolaHerbert,What do you mean its 11:30 and i only just woke up...! Oh cock.  
0,1557341335,Sun Apr 19 03:30:44 PDT 2009,NO_QUERY,lumbreras,"@Minervity sorry, this: Creating a Space-Helmeted Future Retro Illustration - http://bit.ly/TiWeN &lt;--wrong "
0,1557341488,Sun Apr 19 03:30:47 PDT 2009,NO_QUERY,KadijaKamara,"ahhh it looks so sunny .. however I still need a scarf today, considering my current health condition  oh well, not hot pants today ;)"
0,1557341654,Sun Apr 19 03:30:51 PDT 2009,NO_QUERY,correltje,I have a rash on my face  Why? Uncle Hai says better now than later when he's going to introduce me to a lot hot chicks ;)
0,1557341783,Sun Apr 19 03:30:54 PDT 2009,NO_QUERY,laura_eyedea,@gaiachik so sorry to hear that 
0,1557341815,Sun Apr 19 03:30:54 PDT 2009,NO_QUERY,emrabes,is tired from an exhausting day. busy week ahead 
0,1557341967,Sun Apr 19 03:30:57 PDT 2009,NO_QUERY,faugcj08,"is up... might be going back to bed, though, if someone doesn't answer their phone!!! "
0,1557342001,Sun Apr 19 03:30:58 PDT 2009,NO_QUERY,cartoonmoney,Oh man. @ThelastDoctor seems to be dying. 
0,1557342015,Sun Apr 19 03:30:58 PDT 2009,NO_QUERY,kittycat1980,"back from hols, wanna still be in france "
0,1557342044,Sun Apr 19 03:30:59 PDT 2009,NO_QUERY,rach210,"company has left, now alone  had a great jam session tonight tho  good times"
0,1557342366,Sun Apr 19 03:31:06 PDT 2009,NO_QUERY,princesschar87,in the library on a Sunday morning  got a lot to do today- reading and writing for a 3000 word essay to be printed before 9pm! Doable?
0,1557342537,Sun Apr 19 03:31:10 PDT 2009,NO_QUERY,5_by_5,"went through the script many times. Wish I was young enough to pass for 16, its a great script "
0,1557342611,Sun Apr 19 03:31:11 PDT 2009,NO_QUERY,Beverleyknight,"my lovelies, sorry for my absence, woke up with flu-ey symptons, still got them so i'm a bit subdued  but still smiling! ;-)"
0,1557342641,Sun Apr 19 03:31:12 PDT 2009,NO_QUERY,Amanduh05,"SO burnt from the beach yesterday   Helping my mom set up then going home, back to sleep and to take care of these 3rd degree burns!"
0,1557343538,Sun Apr 19 03:31:31 PDT 2009,NO_QUERY,Lurquer,@verwon I didn't get your last tweet 
0,1557343816,Sun Apr 19 03:31:37 PDT 2009,NO_QUERY,fruitpolo_milk,"Whyyy whyyy whyyy do I have to wake up, I don't care if it's sunny, I want to sleep "
0,1557344018,Sun Apr 19 03:31:42 PDT 2009,NO_QUERY,rdfreak,Feeling down after a phone conversation; feeling utterly helpless! 
0,1557344187,Sun Apr 19 03:31:45 PDT 2009,NO_QUERY,Amielovesmcfly,not feeling well enough to do anything today..ugh. I hate being ill. 
0,1557344350,Sun Apr 19 03:31:49 PDT 2009,NO_QUERY,xover_nin,@ruthnin  usually up by 6.30. Wish I could lay in once in a while 
0,1557344386,Sun Apr 19 03:31:50 PDT 2009,NO_QUERY,uberlou,work brings too many late night snack attack urges.  4th night in a row out of 5 this week. woohoo for a Monday break!
0,1557344413,Sun Apr 19 03:31:50 PDT 2009,NO_QUERY,greyonyx_08,my CALVIN KLEIN specs have decided to start failing me last week. giving me MAJOR headaches. smh 
0,1557344518,Sun Apr 19 03:31:53 PDT 2009,NO_QUERY,rachgreen1,saw him yesterday...y is wen u think u moved on u really havent 
0,1557344628,Sun Apr 19 03:31:55 PDT 2009,NO_QUERY,jackmcdonnell,Looooots of work tgo do today. and haircut 
0,1557344811,Sun Apr 19 03:32:00 PDT 2009,NO_QUERY,khri8,Ooh my godness. Listening to the old Onyx albums and getting sad about HipHop 2day 
0,1557344904,Sun Apr 19 03:32:03 PDT 2009,NO_QUERY,twishes,[-O] @ruthnin usually up by 6.30. Wish I could lay in once in a while  http://tinyurl.com/dxofm3
0,1557345374,Sun Apr 19 03:32:13 PDT 2009,NO_QUERY,ricardeux,gosh im so bored. i wish i was out dancing 
0,1557345498,Sun Apr 19 03:32:16 PDT 2009,NO_QUERY,natashasaurus,@kasiopc its being gay 
0,1557345637,Sun Apr 19 03:32:19 PDT 2009,NO_QUERY,Nicolalalas,"@Derisu Aw, that sucks, I won't see you in cosplay... "
0,1557345683,Sun Apr 19 03:32:19 PDT 2009,NO_QUERY,sebastianflyte,oooo I drank too much last night  ? http://blip.fm/~4krlx
0,1557345906,Sun Apr 19 03:32:25 PDT 2009,NO_QUERY,MillieBrigittax,Uh i need glasses for the computer. I look like a tranny in them. 
0,1557345977,Sun Apr 19 03:32:27 PDT 2009,NO_QUERY,Loquacities,@stormwarden oh have i used that one before? damn 
0,1557345990,Sun Apr 19 03:32:27 PDT 2009,NO_QUERY,kategrech,"@fubar2u_2000  sounds crappy. poor you! i saw fast and furious last night and it was ok, not great. but enjoyable."
0,1557346294,Sun Apr 19 03:32:34 PDT 2009,NO_QUERY,AngiV23,"WHY is it raining?   Grrrr, no IPL then...  "
0,1557346336,Sun Apr 19 03:32:35 PDT 2009,NO_QUERY,vclamp,@kokohawk have fun. I will probably be blowing my nose.... like Niagara Falls! 
0,1557346435,Sun Apr 19 03:32:37 PDT 2009,NO_QUERY,Mazkaz,Things miserable at my house. Hubby and daughter fighting. Wish they wouldn't 
0,1557346541,Sun Apr 19 03:32:40 PDT 2009,NO_QUERY,geishachick,"What an awful night - but what a glorious day today, total blue sky.  Must enjoy tonday - back to work tomorrow "
0,1557346591,Sun Apr 19 03:32:41 PDT 2009,NO_QUERY,alternageekorg,@yaeljk awww  hopefully next time!
0,1557346839,Sun Apr 19 03:32:48 PDT 2009,NO_QUERY,danielceballos,@Seth_MacFarlane my DM box is empty 
0,1557347003,Sun Apr 19 03:32:52 PDT 2009,NO_QUERY,natcch,@li2active lol it's ok~ you know I woke up at 6pm today...  more than half my day is gone hahaha! looks like no sleep tonight! :p
0,1557347354,Sun Apr 19 03:32:59 PDT 2009,NO_QUERY,dsupple,Passing game letting us down today 
0,1557347580,Sun Apr 19 03:33:04 PDT 2009,NO_QUERY,Meleys,"@xxhale95 ahaa ! i get it ! Me , and my family and mehmets family , we're maybe are going to florida or Miami ! I want to go to LA  ! &lt;3"
0,1557347640,Sun Apr 19 03:33:06 PDT 2009,NO_QUERY,hannahhhhx,is off to school tomoro afternoon.. 
0,1557347726,Sun Apr 19 03:33:08 PDT 2009,NO_QUERY,PRSDonna,"Beautiful sunny day, good times!!!  Sore throat, runny nose, overall feeling miserable.  Bad times "
0,1557347858,Sun Apr 19 03:33:11 PDT 2009,NO_QUERY,iantalbot,@Tittch Can I come out of the corner yet? 
0,1557348075,Sun Apr 19 03:33:17 PDT 2009,NO_QUERY,simonFTW,got up with a bit of a headache and still a lack of sleep  going to be in bed all day tomorrow!
0,1557348470,Sun Apr 19 03:33:26 PDT 2009,NO_QUERY,MaheshKukreja,My Dell Laptop's battery is fucked up! 
0,1557348692,Sun Apr 19 03:33:31 PDT 2009,NO_QUERY,Lutzee,is in denial about going to work tomorrow....especially without Lee 
0,1557348996,Sun Apr 19 03:33:38 PDT 2009,NO_QUERY,ClaireWileman,"Is ill and feeling really down, rubbish weekend "
0,1557349053,Sun Apr 19 03:33:39 PDT 2009,NO_QUERY,Curious_Jo,Long night last night but not as long as tonight will be in work 
0,1557349654,Sun Apr 19 03:33:53 PDT 2009,NO_QUERY,Mrsjnr,I am stuck in the house on this nice day as Marc has picked up a sick bug  
0,1557350041,Sun Apr 19 03:34:03 PDT 2009,NO_QUERY,keythrickards,@Bousertron and i missed it! 
0,1557350242,Sun Apr 19 03:34:07 PDT 2009,NO_QUERY,emilymiles15,"omygosh end of holidays  maths exam tomorrow!! :/ and a billion othes all week- okay about six , but stilll ahh"
0,1557353563,Sun Apr 19 03:35:21 PDT 2009,NO_QUERY,charcharmander,is tired of the people who live above her and tired of allergies and just tired in general 
0,1557353659,Sun Apr 19 03:35:24 PDT 2009,NO_QUERY,mina3_esp,its soo hot 
0,1557353775,Sun Apr 19 03:35:27 PDT 2009,NO_QUERY,taasshh_x,i wanna go to astra awareds but not allowed  so sadd..
0,1557353798,Sun Apr 19 03:35:27 PDT 2009,NO_QUERY,Drupa18,Can't believe she's up this early on a Sunday 
0,1557353889,Sun Apr 19 03:35:29 PDT 2009,NO_QUERY,xiamien,@reimasae my crops dropped dead when I forgot to log in for one day 
